1040-7952,,1040-7952,"Advances in second messenger and phosphoprotein research.","Adv. Second Messenger Phosphoprotein Res.",,"Adv Second Messenger Phosphoprotein Res"
0893-8512,1098-6618,0893-8512,"Clinical microbiology reviews.","Clin. Microbiol. Rev.",,"Clin Microbiol Rev"
0894-3796,1099-1379,0894-3796,"Journal of organizational behavior.","J Organ Behav",,"J Organ Behav"
0894-1491,1098-1136,0894-1491,Glia.,Glia,,Glia
0894-8275,,0894-8275,"American journal of dentistry.","Am J Dent",AJD,"Am J Dent"
0932-8610,,0932-8610,"Adolescent and pediatric gynecology.","Adolesc Pediatr Gynecol",,"Adolesc Pediatr Gynecol"
0893-3952,1530-0285,0893-3952,"Modern pathology : an official journal of the United States and Canadian Academy of Pathology, Inc.","Mod. Pathol.","Abstracts of papers of the Annual Meeting, United States and Canadian Academy of Pathology.","Mod Pathol"
0894-959X,1945-3574,0894-959X,"Clinical laboratory science : journal of the American Society for Medical Technology.","Clin Lab Sci","Journal of the American Society for Clinical Laboratory Science","Clin Lab Sci"
0895-6111,1879-0771,0895-6111,"Computerized medical imaging and graphics : the official journal of the Computerized Medical Imaging Society.","Comput Med Imaging Graph",,"Comput Med Imaging Graph"
0914-9465,1349-1717,0914-9465,"Archives of histology and cytology.","Arch. Histol. Cytol.",,"Arch Histol Cytol"
0893-7400,,0893-7400,"Journal of the American Academy of Physician Assistants.","J Am Acad Physician Assist",,"J Am Acad Physician Assist"
0894-1912,1554-558X,0894-1912,"The Journal of continuing education in the health professions.","J Contin Educ Health Prof",JCEHP,"J Contin Educ Health Prof"
0895-4364,,0895-4364,"Series on nursing administration.","Ser Nurs Adm","Iowa nursing administration series","Ser Nurs Adm"
0891-9887,,0891-9887,"Journal of geriatric psychiatry and neurology.","J Geriatr Psychiatry Neurol",,"J Geriatr Psychiatry Neurol"
0840-4704,,0840-4704,"Healthcare management forum","Healthc Manage Forum","Forum gestion des soins de santé","Healthc Manage Forum"
0894-3184,1552-7409,0894-3184,"Nursing science quarterly.","Nurs Sci Q",,"Nurs Sci Q"
0893-6080,1879-2782,0893-6080,"Neural networks : the official journal of the International Neural Network Society.","Neural Netw",,"Neural Netw"
0933-7407,1439-0507,0933-7407,Mycoses.,Mycoses,,Mycoses
0894-7953,,0894-7953,"Modern dental practice.","Mod Dent Pract",,"Mod Dent Pract"
0899-7403,,0899-7403,"The American journal of knee surgery.","Am J Knee Surg",,"Am J Knee Surg"
0987-7053,1769-7131,0987-7053,"Neurophysiologie clinique = Clinical neurophysiology.","Neurophysiol Clin","Clinical neurophysiology","Neurophysiol Clin"
0933-7954,1433-9285,0933-7954,"Social psychiatry and psychiatric epidemiology.","Soc Psychiatry Psychiatr Epidemiol",,"Soc Psychiatry Psychiatr Epidemiol"
1040-7480,,1040-7480,"Profiles in healthcare marketing.","Profiles Healthc Mark",,"Profiles Healthc Mark"
1122-9497,,1122-9497,"Journal of submicroscopic cytology and pathology.","J. Submicrosc. Cytol. Pathol.",,"J Submicrosc Cytol Pathol"
0896-5846,,0896-5846,"Journal of intravenous nursing : the official publication of the Intravenous Nurses Society.","J Intraven Nurs",JIN,"J Intraven Nurs"
0934-9723,1435-4373,0934-9723,"European journal of clinical microbiology & infectious diseases : official publication of the European Society of Clinical Microbiology.","Eur. J. Clin. Microbiol. Infect. Dis.",,"Eur J Clin Microbiol Infect Dis"
0896-4289,,0896-4289,"Behavioral medicine.","Behav Med",,"Behav Med"
0920-9964,1573-2509,,"Schizophrenia research.","Schizophr. Res.",,"Schizophr Res"
0899-823X,1559-6834,0899-823X,"Infection control and hospital epidemiology : the official journal of the Society of Hospital Epidemiologists of America.","Infect Control Hosp Epidemiol",,"Infect Control Hosp Epidemiol"
0954-3007,1476-5640,0954-3007,"European journal of clinical nutrition.","Eur J Clin Nutr",,"Eur J Clin Nutr"
0235-2990,,0235-2990,"Antibiotiki i khimioterapii︠a︡ = Antibiotics and chemoterapy [sic]","Antibiot. Khimioter.","Antibiotics and chemoterapy [sic]","Antibiot Khimioter"
0894-9115,1537-7385,0894-9115,"American journal of physical medicine & rehabilitation","Am J Phys Med Rehabil","American journal of physical medicine and rehabilitation","Am J Phys Med Rehabil"
0895-7061,1941-7225,0895-7061,"American journal of hypertension.","Am. J. Hypertens.",AJH,"Am J Hypertens"
0933-4548,,,Versicherungsmedizin,Versicherungsmedizin,"Versicherungs Medizin",Versicherungsmedizin
0903-1936,1399-3003,0903-1936,"The European respiratory journal : official journal of the European Society for Clinical Respiratory Physiology.","Eur. Respir. J.",,"Eur Respir J"
0903-4641,1600-0463,0903-4641,"APMIS : acta pathologica, microbiologica, et immunologica Scandinavica.",APMIS,"Acta pathologica, microbiologica, et immunologica Scandinavica",APMIS
0952-3278,1532-2823,0952-3278,"Prostaglandins, leukotrienes, and essential fatty acids.","Prostaglandins Leukot. Essent. Fatty Acids","Prostaglandins, leukotrienes, and essential fatty acids. Reviews.","Prostaglandins Leukot Essent Fatty Acids"
0894-7317,1097-6795,0894-7317,"Journal of the American Society of Echocardiography : official publication of the American Society of Echocardiography.","J Am Soc Echocardiogr",,"J Am Soc Echocardiogr"
0895-4356,1878-5921,0895-4356,"Journal of clinical epidemiology.","J Clin Epidemiol",JCE,"J Clin Epidemiol"
1016-0582,1996-8612,1016-0582,"Banko janakari.","Banko Janakari","A journal of forestry information for Nepal.","Banko Janakari"
0890-0604,1469-1760,0890-0604,"Artificial intelligence for engineering design, analysis and manufacturing : AI EDAM.","Artif Intell Eng Des Anal Manuf",AIEDAM,"Artif Intell Eng Des Anal Manuf"
1000-8551,,1000-8551,"He nong xue bao = Acta agriculturae nucleatae Sinica","He Nong Xue Bao","Journal of nuclear agricultural sciences","He Nong Xue Bao"
1225-066X,,1225-066X,"Ŭngyong tʿonggye yŏnʾgu = The Korean journal of applied statistics.","Ungyong Tonggye Yongu","Korean journal of applied statistics","Ungyong Tonggye Yongu"
0215-6334,,0215-6334,Biotropia.,"Biotropia (Bogor)",,"Biotropia (Bogor)"
0950-3153,1742-4909,0950-3153,Practice.,"Practice (Birm)",,"Practice (Birm)"
1093-5665,,1093-5665,"Hypothesis : the newsletter of the Research Section of MLA.","Hypothesis (Macon)",,"Hypothesis (Macon)"
0893-0465,1548-744X,0893-0465,"City & society : journal of the Society for Urban Anthropology.","City Soc (Wash)","City and society","City Soc (Wash)"
0891-3811,1933-8007,0891-3811,"Critical review.","Crit Rev (N Y)",,"Crit Rev (N Y)"
0950-0170,1469-8722,0950-0170,"Work, employment & society : a journal of the British Sociological Association.","Work Employ Soc","Work, employment, and society","Work Employ Soc"
0896-8039,,0896-8039,"Anglican and Episcopal history.","Angl Episcop Hist",,"Angl Episcop Hist"
0169-555X,1872-695X,0169-555X,Geomorphology.,"Geomorphology (Amst)",,"Geomorphology (Amst)"
1011-3924,1726-801X,1011-3924,"Bulletin of the Chemical Society of Ethiopia.","Bull Chem Soc Ethiop",,"Bull Chem Soc Ethiop"
0921-2973,,0921-2973,"Landscape ecology.","Landsc Ecol",,"Landsc Ecol"
0801-7778,,0801-7778,Arbeiderhistorie.,Arbeiderhistorie,,Arbeiderhistorie
0895-9048,1552-3896,0895-9048,"Educational policy.","Educ Policy (Los Altos Calif)","Interdisciplinary journal of educational policy","Educ Policy (Los Altos Calif)"
1068-4867,,1068-4867,"Research management review","Res Manag Rev",,"Res Manag Rev"
,,,"Proceedings of the ... European Simulation Multiconference.","Proc European Simul Multiconference",ESM,"Proc European Simul Multiconference"
,,,"Fonetik ... : papers from the ... Swedish Phonetics Conference.",Fonetik,,Fonetik
0801-7220,,,"Nordisk øst-forum.","Nordisk Ost Forum","Nordisk øst forum","Nordisk Ost Forum"
0894-8410,,0894-8410,"Journal of the Southwest.","J Southwest",,"J Southwest"
0950-0839,1362-3036,0950-0839,"Philosophical magazine letters.","Philos Mag Lett",,"Philos Mag Lett"
0269-1191,1477-4542,0269-1191,"French history.","Fr Hist",,"Fr Hist"
0888-3270,1096-1216,0888-3270,"Mechanical systems and signal processing.","Mech Syst Signal Process","Mechanical systems & signal processing","Mech Syst Signal Process"
1010-6960,,1010-6960,"Türkiye entomoloji dergisi.","Turk Entomol Derg","Turkish journal of entomology",
0890-6327,1099-1115,0890-6327,"International journal of adaptive control and signal processing.","Int J Adapt Control Signal Process","Adaptive control and signal processing","Int J Adapt Control Signal Process"
0169-4243,1568-5616,0169-4243,"Journal of adhesion science and technology.","J Adhes Sci Technol",,"J Adhes Sci Technol"
0950-0693,1464-5289,0950-0693,"International journal of science education.","Int J Sci Educ",IJSE,"Int J Sci Educ"
0268-2605,,0268-2605,"Applied organometallic chemistry.","Appl Organomet Chem",AOC,"Appl Organomet Chem"
0269-1213,1477-4658,0269-1213,"Renaissance studies : journal of the Society for Renaissance Studies.","Renaiss Stud",,"Renaiss Stud"
0888-613X,,0888-613X,"International journal of approximate reasoning : official publication of the North American Fuzzy Information Processing Society.","Int J Approx Reason",,"Int J Approx Reason"
0269-8463,,0269-8463,"Functional ecology.","Funct Ecol",,"Funct Ecol"
0394-6169,,0394-6169,"Advances in horticultural science.","Adv Hortic Sci",,
0116-6514,,0116-6514,"Asian fisheries science.","Asian Fish Sci",,
0890-037X,,0890-037X,"Weed technology : a journal of the Weed Science Society of America.","Weed Technol",,
0970-7050,,0970-7050,"Journal of hill research.","J. Hill Res.",,
0892-7022,,0892-7022,"Molecular simulation.","Mol Simul",,"Mol Simul"
1005-2755,,1005-2755,"Zhi wu jian yi.","Zhi Wu Jian Yi",,
1592-9558,1592-9566,1592-9558,"Annals of burns and fire disasters","Ann Burns Fire Disasters","Annals of the M.B.C.","Ann Burns Fire Disasters"
0892-6794,1747-7093,0892-6794,"Ethics & international affairs.","Ethics Int Aff","Ethics and international affairs","Ethics Int Aff"
0920-5691,,0920-5691,"International journal of computer vision.","Int J Comput Vis","Computer vision","Int J Comput Vis"
0889-9746,1095-8622,0889-9746,"Journal of fluids and structures.","J Fluids Struct",,"J Fluids Struct"
0218-0014,,0218-0014,"International journal of pattern recognition and artificial intelligence.","Intern J Pattern Recognit Artif Intell",,"Intern J Pattern Recognit Artif Intell"
1004-6364,,1004-6364,"Zhongguo jiaqin.","Zhongguo Jiaqin","China poultry",
0823-2105,,0823-2105,"Canadian bulletin of medical history = Bulletin canadien d'histoire de la médecine.","Can Bull Med Hist","Bulletin canadien d'histoire de la médecine","Can Bull Med Hist"
0857-488X,,0857-488X,"APACPH-Clearing House bulletin.","APACPH Clear House Bull","Asian-Pacific Academic Consortium for Public Health-Clearing House bulletin.","APACPH Clear House Bull"
0898-1221,,0898-1221,"Computers & mathematics with applications.","Comput Math Appl","Computers and mathematics with applications","Comput Math Appl"
0892-0753,,0892-0753,"Coastal management : an international journal of marine environment, resources, law, and society.","Coast Manage",,"Coast Manage"
1012-6724,,1012-6724,"China law and practice.","China Law Pract","China law & practice","China Law Pract"
1061-3889,,1061-3889,Backgrounder,Backgrounder,,Backgrounder
1120-2874,,1120-2874,Anthropotes,Anthropotes,,Anthropotes
,,,"Análisis político.","Anal Polit",,"Anal Polit"
,,,"The Women's watch","Womens Watch","IWRAW'S women's watch","Womens Watch"
0951-8819,,0951-8819,Panoscope.,Panoscope,,Panoscope
0892-4287,,0892-4287,"National journal of sociology : NJS.","Natl J Sociol",NJS,"Natl J Sociol"
0257-5892,,0257-5892,"Nanjing da xue xue bao. Zhe xue, ren wen ke xue, she hui ke xue = Journal of Nanjing University.","Nanching Ta Hsueh Hsueh Pao","Zhe xue, ren wen ke xue, she hui ke xue","Nanching Ta Hsueh Hsueh Pao"
0950-0804,,0950-0804,"Journal of economic surveys.","J Econ Surv",,"J Econ Surv"
0889-1583,,0889-1583,"Journal of the Japanese and international economies.","J Jpn Int Econ","Japanese and international economies","J Jpn Int Econ"
0888-3254,,0888-3254,"Eastern European politics and societies : EEPS.","East Eur Polit Soc",EEPS,"East Eur Polit Soc"
,,,Polis.,Polis,,Polis
0887-2368,,0887-2368,"Development international.","Dev Int",,"Dev Int"
,,,"Cuadernos de comunicación AMIDEP.","Cuad Comun AMIDEP","Cuadernos de comunicación","Cuad Comun AMIDEP"
1016-8737,,1016-8737,"International economic journal.","Int Econ J",,"Int Econ J"
1030-2646,,1030-2646,"Family matters : newsletter of the Australian Institute of Family Studies.","Fam Matters","Newsletter of the Australian Institute of Family Studies","Fam Matters"
0896-6346,,0896-6346,"New perspectives on Turkey.","New Perspect Turk",NPT,"New Perspect Turk"
0818-9935,,0818-9935,"Asian-Pacific economic literature.","Asia Pac Econ Lit","Asian Pacific economic literature","Asia Pac Econ Lit"
1014-0255,,1014-0255,"Africa recovery.","Afr Recovery",,"Afr Recovery"
0897-3849,,0897-3849,"Population & development",,"Population and development",
1013-8064,,1013-8064,"Asian migrant.","Asian Migr",,"Asian Migr"
1142-852X,,1142-852X,"Hommes & migrations.","Hommes Migr","Hommes et migrations","Hommes Migr"
0893-3561,,0893-3561,"Consumer markets abroad.","Consum Mark Abroad",,"Consum Mark Abroad"
0950-7035,,0950-7035,"Geography review.","Geogr Rev",,"Geogr Rev"
,,,"Southern African journal of demography = Suidelike Afrikaanse tydskrif vir demografie.","South Afr J Demogr","Suidelike Afrikaanse tydskrif vir demografie","South Afr J Demogr"
,,,"Demograficheskie issledovanii︠a︡","Demogr Issled",,"Demogr Issled"
,,,"Southern Africa political & economic monthly.","South Afr Polit Econ Mon","Southern African political & economic monthly","South Afr Polit Econ Mon"
,,,"Newsletter on feminism and philosophy","Newsl Feminism Philos","APA newsletter on feminism and philosophy","Newsl Feminism Philos"
1075-7031,,1075-7031,"Social policy report","Soc Policy Rep",,"Soc Policy Rep"
0896-0194,,0896-0194,"National Black law journal.","Natl Black Law J",,"Natl Black Law J"
0895-0016,,0895-0016,"Defense counsel journal","Def Couns J",,"Def Couns J"
1052-3391,,1052-3391,"ILSA journal of international law.","ILSA J Int Law","International Law Students Association journal of international law","ILSA J Int Law"
0164-0372,,0164-0372,"Probate and property : the magazine of the Real Property, Probate and Trust Law Section of the American Bar Association.","Probate Prop","Probate & property","Probate Prop"
1047-8035,,1047-8035,"University of Florida journal of law and public policy : JL & PP.","Univ Fla J Law Public Policy","Journal of law and public policy","Univ Fla J Law Public Policy"
0891-6330,,0891-6330,"American journal of family law.","Am J Fam Law","Family law","Am J Fam Law"
0885-7466,,0885-7466,"Social justice research.","Soc Justice Res",,"Soc Justice Res"
1041-5548,,1041-5548,"The Georgetown journal of legal ethics.","Georget J Leg Ethics",,"Georget J Leg Ethics"
0914-9201,1349-967X,0914-9201,"Uchū Seibutsu Kagaku.","Biol. Sci. Space","Uchū Seibutsu Kagaku","Biol Sci Space"
1046-4328,,1046-4328,"New York Law School journal of human rights.","N Y Law Sch J Hum Rights","Journal of human rights","N Y Law Sch J Hum Rights"
0950-4109,,0950-4109,"International journal of law and the family.","Int J Law Fam",,"Int J Law Fam"
0887-0373,,0887-0373,"Public affairs quarterly.","Public Aff Q",,"Public Aff Q"
0888-6512,,0888-6512,"Astrophysical letters & communications.","Astrophys Lett Commun","Astrophysical letters and communications","Astrophys Lett Commun"
0887-0624,,0887-0624,"Energy & fuels : an American Chemical Society journal.","Energy Fuels","Energy and fuels","Energy Fuels"
0890-8044,,0890-8044,"IEEE network.","IEEE Netw","Institute of Electrical and Electronics Engineers network","IEEE Netw"
0892-9270,,0892-9270,"Space technology.","Space Technol",,"Space Technol"
0931-9530,,0931-9530,"Applied microgravity technology.","Appl Micrograv Technol","Applied micro gravity technology","Appl Micrograv Technol"
0886-6236,,0886-6236,"Global biogeochemical cycles.","Global Biogeochem Cycles",,"Global Biogeochem Cycles"
1012-0750,,1012-0750,"South African journal of geology : being the transactions of the Geological Society of South Africa = Suid-Afrikaanse tydskrif vir geologie : syndie die verhandelinge van die Geologiese Vereniging van Suid-Afrika.","South Afr J Geol",Geology,"South Afr J Geol"
0259-9791,,0259-9791,"Journal of mathematical chemistry.","J Math Chem",,"J Math Chem"
0932-8408,,0932-8408,"Tel Aviver Jahrbuch für deutsche Geschichte","Tel Aviver Jahrb Dtsch Gesch",TAJB,"Tel Aviver Jahrb Dtsch Gesch"
,,,"Textual practice.","Textual Pract",,"Textual Pract"
1045-991X,,1045-991X,"Utopian studies.","Utop Stud",,"Utop Stud"
,,,Islenha.,"Rev Islenha","Revista Islenha","Rev Islenha"
0890-5495,,0890-5495,"Nineteenth-century contexts.","Ninet Century Contexts","19th-century contexts","Ninet Century Contexts"
0952-3367,,0952-3367,"The International journal of the history of sport.","Int J Hist Sport",,"Int J Hist Sport"
0950-3471,,0950-3471,"Historical research : the bulletin of the Institute of Historical Research.","Hist Res",,"Hist Res"
0984-2292,,0984-2292,"Guerres mondiales et conflits contemporains.","Guerr Mond Conflits Contemp","Guerres et conflits","Guerr Mond Conflits Contemp"
1046-2368,,1046-2368,"The bulletin : journal of the New York State Archaeological Association.","Bull J N Y State Archeol Assoc",,"Bull J N Y State Archeol Assoc"
0896-3975,,0896-3975,"Atlanta history.","Atlanta Hist",,"Atlanta Hist"
0843-6061,,0843-6061,"Apeiron : journal of inquiry into infinite nature.",Apeiron,,Apeiron
1001-6961,,1001-6961,"Zhongguo xu qin chuan ran bing","Zhongguo Xu Qin Chuan Ran Bing","Chinese journal of animal and poultry infections diseases",
1930-837X,,1930-837X,"Enzymology and molecular biology of carbonyl metabolism.","Enzymol. Mol. Biol. Carbonyl Metab.",,
0932-8629,,0932-8629,"Botanica acta : Berichte der Deutschen Botanischen Gesellschaft = journal of the German Botanical Society.","Bot. Acta","Berichte der Deutschen Botanischen Gesellschaft","Bot Acta"
,,,"Biological sciences in space 1986 : proceedings of the International Symposium on Biological Sciences in Space, Nagoya (Japan), November 10-12, 1986","Biol Sci Space 1986",,"Biol Sci Space 1986"
0892-2675,,0892-2675,"Perspectives on science and Christian faith : journal of the American Scientific Affiliation.","Perspect Sci Christ Faith",,"Perspect Sci Christ Faith"
0891-6683,,0891-6683,"Asia-Pacific population & policy.","Asia Pac Pop Policy","Asia Pacific population and policy","Asia Pac Pop Policy"
0914-1855,,0914-1855,"Journal of the Mammalogical Society of Japan.","J. Mammal. Soc. Jpn.",,
0920-8542,1573-0484,0920-8542,"The Journal of supercomputing.","J Supercomput",,"J Supercomput"
0894-3842,,0894-3842,Governing.,Governing,,Governing
,,,CorrectCare.,Correctcare,"Correct care",Correctcare
0895-3309,,0895-3309,"The journal of economic perspectives : a journal of the American Economic Association.","J Econ Perspect","Economic perspectives","J Econ Perspect"
1091-7772,,1091-7772,"Issues in ethics","Issues Ethics",,"Issues Ethics"
0892-2160,,0892-2160,"Film History.","Film Hist",,"Film Hist"
0950-3560,,0950-3560,"Baillieres Clinical Oncology.","Baillieres Clin Oncol",,"Baillieres Clin Oncol"
0892-1016,,0892-1016,"The Journal of raptor research.","J. Raptor Res.",,
1010-6030,,1010-6030,"Journal of photochemistry and photobiology. A, Chemistry.","J Photochem Photobiol A Chem",Chemistry,"J Photochem Photobiol A Chem"
0892-3647,1538-9286,0892-3647,"The American journal of distance education.","Am J Distance Educ",,"Am J Distance Educ"
0033-4901,,0033-4901,"Quaderni Di Azione Sociale.","Quad Azione Soc",Qas,"Quad Azione Soc"
0950-5431,,0950-5431,"Science as culture.","Sci Cult (Lond)",,"Sci Cult (Lond)"
0951-5666,1435-5655,0951-5666,"AI & society.","AI Soc","Artificial intelligence & society","AI Soc"
0892-2977,,0892-2977,"Hippocrates : the magazine of health and medicine.","Hippocrates (Sausalito)",,"Hippocrates (Sausalito)"
0890-2720,,0890-2720,"The international journal of supercomputer applications.","Int J Supercomput Appl","Supercomputer applications","Int J Supercomput Appl"
0950-5423,1365-2621,0950-5423,"International journal of food science & technology.","Int J Food Sci Technol","International journal of food science and technology",
0932-0776,,0932-0776,"Zeitschrift für Naturforschung. B, A journal of chemical sciences.",,"Journal of chemical sciences",
0269-7653,,0269-7653,"Evolutionary ecology.","Evol. Ecol.",,
0888-5885,,0888-5885,"Industrial & engineering chemistry research.","Ind Eng Chem Res","Industrial and engineering chemistry research","Ind Eng Chem Res"
0892-3876,,0892-3876,Inform.,Inform,"AIIM industry studies",Inform
0891-7817,,0891-7817,"Men's reproductive health.","Men's Reprod Health",,"Men's Reprod Health"
0892-5046,,0892-5046,"Consulting-specifying engineer.","Consult Specif Eng","Consulting specifying engineer","Consult Specif Eng"
0981-9428,1873-2690,0981-9428,"Plant physiology and biochemistry : PPB","Plant Physiol. Biochem.",PPB,"Plant Physiol Biochem"
0886-9383,1099-128X,0886-9383,"Journal of chemometrics.","J Chemom",,"J Chemom"
0269-915X,,0269-915X,"The mycologist.",Mycologist,,
0888-8892,1523-1739,0888-8892,"Conservation biology : the journal of the Society for Conservation Biology.","Conserv. Biol.",,"Conserv Biol"
0883-9514,1087-6545,0883-9514,"Applied artificial intelligence : AAI.","Appl Artif Intell",AAI,"Appl Artif Intell"
0891-2432,,0891-2432,"Gender & society : official publication of Sociologists for Women in Society.","Gend Soc","Gender and society","Gend Soc"
,,,"International Conference On Aids.","Int Conf AIDS",,"Int Conf AIDS"
,,,"Abstracts From The ... Meeting Of Groups Studying The Structure Of Aids-Related Systems And Their Application To Targeted Drug Design.","Abstr Meet Groups Stud Struct AIDS Relat Syst Their Appl Target Drug Des",,"Abstr Meet Groups Stud Struct AIDS Relat Syst Their Appl Target Drug Des"
1003-0034,,1003-0034,"Zhongguo gu shang = China journal of orthopaedics and traumatology.","Zhongguo Gu Shang","China journal of orthopaedics and traumatology","Zhongguo Gu Shang"
1003-9279,,1003-9279,"Zhonghua shi yan he lin chuang bing du xue za zhi = Zhonghua shiyan he linchuang bingduxue zazhi = Chinese journal of experimental and clinical virology.","Zhonghua Shi Yan He Lin Chuang Bing Du Xue Za Zhi","Zhonghua shiyan he linchuang bingduxue zazhi","Zhonghua Shi Yan He Lin Chuang Bing Du Xue Za Zhi"
,,,"Alexandria journal of pharmaceutical sciences.","Alex J Pharm Sci",,"Alex J Pharm Sci"
0892-7936,1753-0377,0892-7936,Anthrozoös.,Anthrozoos,,Anthrozoos
1004-3942,,1004-3942,"Nan xing xue za zhi = Chinese journal of andrology.","Nan Xing Xue Za Zhi","Chinese journal of andrology","Nan Xing Xue Za Zhi"
1001-1781,,1001-1781,"Lin chuang er bi yan hou ke za zhi = Journal of clinical otorhinolaryngology.","Lin Chuang Er Bi Yan Hou Ke Za Zhi","Journal of clinical otorhinolaryngology","Lin Chuang Er Bi Yan Hou Ke Za Zhi"
1110-1946,,1110-1946,"New Egyptian journal of medicine.","New Egypt J Med","Majallat al-ṭibbīyah al-Miṣrīyah al-jadīdah","New Egypt J Med"
0902-2767,,0902-2767,"Klinisk sygepleje.","Klin Sygepleje",,"Klin Sygepleje"
1016-5142,,1016-5142,"Pediatrik cerrahi dergisi.","Pediatr Cerrahi Derg","Pediatric surgery","Pediatr Cerrahi Derg"
0899-6016,,0899-6016,"USAID highlights.","USAID Highlights","US AID highlights","USAID Highlights"
0889-6313,,0889-6313,"Psychobiology : a journal of the Psychonomic Society, Inc.","Psychobiology (Austin, Tex)",,"Psychobiology (Austin, Tex)"
,,,"The Johns Hopkins Nurses' alumni magazine.","Johns Hopkins Nurses Alumni Mag","Alumni magazine","Johns Hopkins Nurses Alumni Mag"
,,,"Women's health journal","Womens Health J",,"Womens Health J"
,,,"Medicare physician payment.",,,
,,,"Wiener Beiträge zur Geschichte der Medizin","Wien Beitr Gesch Med",,"Wien Beitr Gesch Med"
1050-3404,,1050-3404,"Journal of Biblical ethics in medicine.","J Biblic Ethics Med",,"J Biblic Ethics Med"
0914-3777,,0914-3777,"Chūdoku kenkyū : Chūdoku Kenkyūkai jun kikanshi = The Japanese journal of toxicology.","Chudoku Kenkyu","Japanese journal of toxicology","Chudoku Kenkyu"
0914-3505,1741-4520,0914-3505,"Congenital anomalies.","Congenit Anom (Kyoto)","Senten ijō","Congenit Anom (Kyoto)"
1120-1797,1724-191X,1120-1797,"Physica medica : PM : an international journal devoted to the applications of physics to medicine and biology : official journal of the Italian Association of Biomedical Physics (AIFB).","Phys Med",PM,"Phys Med"
,,,"Penn medicine","Penn Med",,"Penn Med"
0836-7310,,0836-7310,Concern,Concern,,Concern
0871-3413,,0871-3413,"Arquivos de medicina : revista de ciência e arte médicas.","Arq Med",,"Arq Med"
,,,"STD bulletin.","STD Bull",,"STD Bull"
,,,"Giornale di endodonzia.","G Endodonzia",,"G Endodonzia"
0935-3194,,0935-3194,"Therapeutikon : TPK.",Therapeutikon,TPK,Therapeutikon
1062-0249,,1062-0249,"The Academic nurse : the journal of the Columbia University School of Nursing.","Acad Nurse",,"Acad Nurse"
,,,"Compendium. Supplement.","Compend Suppl",,"Compend Suppl"
,,,"Management and compliance series","Manag Compliance Ser",,"Manag Compliance Ser"
,,,"Investigative urology.","Investig Urol (Berl)","Experimentelle Urologie","Investig Urol (Berl)"
,,,"MIRA : Multicultural Inquiry and Research on AIDS : quarterly newsletter.",MIRA,"Multicultural Inquiry and Research on AIDS",MIRA
0952-1410,,0952-1410,"Advances in myochemistry.","Adv Myochem",,"Adv Myochem"
0394-249X,,0394-249X,"Gene geography : a computerized bulletin on human gene frequencies.","Gene Geogr",,"Gene Geogr"
0931-5985,,0931-5985,"Fett Wissenschaft Technologie : Organ der Deutschen Gesellschaft für Fettwissenschaft e.V. = Fat science technology.","Fett Wiss. Technol.","Fat science technology",
0716-3703,,0716-3703,"Boletín epidemiológico de Chile","Bol Epidemiol Chile",,"Bol Epidemiol Chile"
,,,"AIDS action update","AIDS Action Update",,"AIDS Action Update"
1054-187X,,1054-187X,"Pediatric pulmonology. Supplement.","Pediatr Pulmonol Suppl",,"Pediatr Pulmonol Suppl"
0029-6570,,0029-6570,"Nursing standard.","Nurs Stand",,"Nurs Stand"
0895-7169,,0895-7169,"Hospital hazardous materials management.","Hosp Hazard Mater Manage","Hazardous materials","Hosp Hazard Mater Manage"
0893-8121,,0893-8121,"Part B news.","Part B News",,"Part B News"
,,,"Part A news : independent news to legally maximize Medicare part A dollars.","Part A News","Part A news. Special report.","Part A News"
1059-8324,,1059-8324,"The Journal of experimental zoology. Supplement : published under auspices of the American Society of Zoologists and the Division of Comparative Physiology and Biochemistry","J Exp Zool Suppl",,"J Exp Zool Suppl"
1013-0047,,1013-0047,"Rhinology. Supplement.","Rhinol. Suppl.",,"Rhinol Suppl"
1048-1842,,1048-1842,"The International journal of oral implantology : implantologist.","Int J Oral Implantol",Implantologist,"Int J Oral Implantol"
0774-935X,,0774-935X,"FNIB info.","FNIB Info",,"FNIB Info"
0913-7556,,0913-7556,"BME = Bio medical engineering",BME,"Bio medical engineering",BME
,,,"Journal of cardiology. Supplement.","J Cardiol Suppl",,"J Cardiol Suppl"
1517-1159,,1517-1159,"Boletim epidemiológico. AIDS","Bol Epidemiol AIDS",AIDS,"Bol Epidemiol AIDS"
0768-6943,,0768-6943,"Dialogue : lettre aux amis","Dialogue (Lyon)","Lettre aux amis","Dialogue (Lyon)"
0932-4739,1618-0429,0932-4739,"European journal of protistology.","Eur. J. Protistol.",,"Eur J Protistol"
0890-4065,1879-193X,0890-4065,"Journal of aging studies.","J Aging Stud","Aging studies","J Aging Stud"
0897-876X,,0897-876X,"Update in pediatric dentistry.","Update Pediatr Dent",,"Update Pediatr Dent"
1042-5055,,1042-5055,"The Journal of chiropractic education.","J Chiropr Educ",,"J Chiropr Educ"
1030-5289,,1030-5289,"National AIDS bulletin","Natl AIDS Bull","AFAO national AIDS bulletin","Natl AIDS Bull"
1046-7386,,1046-7386,"Cytometry. Supplement : the journal of the Society for Analytical Cytology.","Cytometry Suppl.",,"Cytometry Suppl"
0914-7187,1864-6433,0914-7187,"Annals of nuclear medicine.","Ann Nucl Med",,"Ann Nucl Med"
